Financial Services Officer	ONET:FinancialServicesOfficer
Financial Services Representative	ONET:FinancialServicesRepresentative(FSR)
FSR	ONET:FinancialServicesRepresentative(FSR)
Financial Services Sales Representative	ONET:FinancialServicesSalesRepresentative
Financial Solutions Advisor	ONET:FinancialSolutionsAdvisor
Financial Specialist	ONET:FinancialSpecialist
Financial Supervisor	ONET:FinancialSupervisor
Financial Systems Analyst	ONET:FinancialSystemsAnalyst
Financial Writer	ONET:FinancialWriter
Financier	ONET:Financier
Fine Artist	ONET:FineArtist
Fine Arts Model	ONET:FineArtsModel
Fine Arts Packer	ONET:FineArtsPacker
Fine Arts Professor	ONET:FineArtsProfessor
Fine Arts Teacher	ONET:FineArtsTeacher
Fine Craft Artist	ONET:FineCraftArtist
Fine Grade Operator	ONET:FineGradeOperator
Fine Hairer	ONET:FineHairer
Finer	ONET:Finer
Fine Unhairer	ONET:FineUnhairer
Finger Buffs Assembler	ONET:FingerBuffsAssembler
Finger Cobbler	ONET:FingerCobbler
Finger Grip Machine Operator	ONET:FingerGripMachineOperator
Finger Lift Operator	ONET:FingerLiftOperator
Fingernail Former	ONET:FingernailFormer
Fingernail Sculptor	ONET:FingernailSculptor
Fingernail Sculpturer	ONET:FingernailSculpturer
Fingernail Technician	ONET:FingernailTechnician
Fingerprint Classifier	ONET:FingerprintClassifier
Fingerprint Clerk	ONET:FingerprintClerk
Fingerprinter	ONET:Fingerprinter
Fingerprint Expert	ONET:FingerprintExpert
Fingerprint Technician	ONET:FingerprintTechnician
Finish Carpenter	ONET:FinishCarpenter
Finished Carpet Inspector	ONET:FinishedCarpetInspector
Finished Cloth Examiner	ONET:FinishedClothExaminer
Finished Metal Repairer	ONET:FinishedMetalRepairer
Finished Stock Inspector	ONET:FinishedStockInspector
Finisher	ONET:Finisher
Finisher Card Tender	ONET:FinisherCardTender
Finisher Operator	ONET:FinisherOperator
Finish Filer	ONET:FinishFiler
Finish Grinder	ONET:FinishGrinder
Finishing and Shipping Supervisor	ONET:FinishingAndShippingSupervisor
Finishing Area Operator	ONET:FinishingAreaOperator
Finishing Area Supervisor	ONET:FinishingAreaSupervisor
Finishing Department Supervisor	ONET:FinishingDepartmentSupervisor
Finishing Frame Runner	ONET:FinishingFrameRunner
Finishing Inspector	ONET:FinishingInspector
Finishing Lab Technician	ONET:FinishingLabTechnician
Finishing Machine Operator	ONET:FinishingMachineOperator
Finishing Machine Tender	ONET:FinishingMachineTender
Finishing Room Operator	ONET:FinishingRoomOperator
Finishing Room Supervisor	ONET:FinishingRoomSupervisor
Finishing Supervisor	ONET:FinishingSupervisor
Finishing Technician	ONET:FinishingTechnician
Finishing Trimmer	ONET:FinishingTrimmer
Finish Machine Tender	ONET:FinishMachineTender
Finish Off Operator	ONET:FinishOffOperator
Finish Opener	ONET:FinishOpener
Finish Painter	ONET:FinishPainter
Finish Patcher	ONET:FinishPatcher
Finish Photographer	ONET:FinishPhotographer
Finish Repair Worker	ONET:FinishRepairWorker
Finish Rolls Operator	ONET:FinishRollsOperator
Finish Saw Operator	ONET:FinishSawOperator
Finish Sprayer	ONET:FinishSprayer
FIOS Line Installer	ONET:FIOSLineInstaller(FiberOpticServiceLineInstaller)
Fiber Optic Service Line Installer	ONET:FIOSLineInstaller(FiberOpticServiceLineInstaller)
Fire Adjuster	ONET:FireAdjuster
Fire Alarm Inspector	ONET:FireAlarmInspector
Fire Alarm Installer	ONET:FireAlarmInstaller
Fire Alarm Mechanic	ONET:FireAlarmMechanic
Fire Alarm Operator	ONET:FireAlarmOperator
Fire Alarm Repairer	ONET:FireAlarmRepairer
Fire Alarm Technician	ONET:FireAlarmTechnician
Fire and Explosion Investigator	ONET:FireAndExplosionInvestigator
Fire Apparatus Engineer	ONET:FireApparatusEngineer
Firearms Assembly Supervisor	ONET:FirearmsAssemblySupervisor
Firearms Inspector	ONET:FirearmsInspector
Firearms Instructor	ONET:FirearmsInstructor
Firearms Model Maker	ONET:FirearmsModelMaker
Firearms Specialist	ONET:FirearmsSpecialist
Fire Assistant	ONET:FireAssistant
Fire Battalion Chief	ONET:FireBattalionChief
Fire Boat Engineer	ONET:FireBoatEngineer
Fireboat Operator	ONET:FireboatOperator
Firebreak Cutter	ONET:FirebreakCutter
Firebrick and Refractory Tile Bricklayer	ONET:FirebrickAndRefractoryTileBricklayer
Firebrick and Refractory Tile Bricklayer Helper	ONET:FirebrickAndRefractoryTileBricklayerHelper
Firebrick Layer	ONET:FirebrickLayer
Firebrick Layer Helper	ONET:FirebrickLayerHelper
Firebrick or Refractory Tile Bricklayer Helper	ONET:FirebrickOrRefractoryTileBricklayerHelper
Fire Captain	ONET:FireCaptain
Fire Chief	ONET:FireChief
Fire Chief's Aide	ONET:FireChief'sAide
Fire Claims Adjuster	ONET:FireClaimsAdjuster
Fire Code Inspector	ONET:FireCodeInspector
Fire Controlman	ONET:FireControlman
Fire Control Mechanic	ONET:FireControlMechanic
Fire Control Officer	ONET:FireControlOfficer(Surface-To-AirMissiles)
Surface-To-Air Missiles	ONET:FireControlOfficer(Surface-To-AirMissiles)
Fire Control System Installer	ONET:FireControlSystemInstaller
Fire Control Technician	ONET:FireControlTechnician
Fire Control Technician B	ONET:FireControlTechnicianB(BallisticMissileFireControl)
Ballistic Missile Fire Control	ONET:FireControlTechnicianB(BallisticMissileFireControl)
Fire Control Technician G	ONET:FireControlTechnicianG(GunfireControl)
Gunfire Control	ONET:FireControlTechnicianG(GunfireControl)
Fire Coordinator	ONET:FireCoordinator
Fire Department Battalion Chief	ONET:FireDepartmentBattalionChief
Fire Department Marine Engineer	ONET:FireDepartmentMarineEngineer
Fire Dispatcher	ONET:FireDispatcher
Fire Engineer	ONET:FireEngineer
Fire Engine Pump Operator	ONET:FireEnginePumpOperator
Fire Equipment Inspector	ONET:FireEquipmentInspector
Fire Equipment Inspector Helper	ONET:FireEquipmentInspectorHelper
Fire Equipment Operator	ONET:FireEquipmentOperator
Fire Equipment Repairer Inspector	ONET:FireEquipmentRepairerInspector
Fire Extinguisher Charger	ONET:FireExtinguisherCharger
Fire Extinguisher Inspector	ONET:FireExtinguisherInspector
Fire Extinguisher Installer	ONET:FireExtinguisherInstaller
Fire Extinguisher Mechanic	ONET:FireExtinguisherMechanic
Fire Extinguisher Repairer	ONET:FireExtinguisherRepairer
Fire Extinguisher Repairer Inspector	ONET:FireExtinguisherRepairerInspector
Fire Extinguisher Sprinkler Inspector	ONET:FireExtinguisherSprinklerInspector
Fire Extinguisher Tester	ONET:FireExtinguisherTester
Fire Fighter	ONET:FireFighter
Firefighter	ONET:Firefighter
Fire Fighters Dispatcher	ONET:FireFightersDispatcher
Fire Fighting Equipment Maintenance Supervisor	ONET:FireFightingEquipmentMaintenanceSupervisor
Fire Fighting Equipment Specialist	ONET:FireFightingEquipmentSpecialist
Firefighting Equipment Specialist	ONET:FirefightingEquipmentSpecialist
Fire Hazard Inspector	ONET:FireHazardInspector
Fire Hose Curer	ONET:FireHoseCurer
Fire Hydrant Mechanic	ONET:FireHydrantMechanic
Fire Hydrant Operator	ONET:FireHydrantOperator
Fire Inspector	ONET:FireInspector
Fire Investigation Lieutenant	ONET:FireInvestigationLieutenant
Fire Investigator	ONET:FireInvestigator
Fire Lieutenant	ONET:FireLieutenant
Fireman	ONET:Fireman
Fire Management Officer	ONET:FireManagementOfficer
Fire Management Specialist	ONET:FireManagementSpecialist
Fire Management Technician	ONET:FireManagementTechnician
Fireman Helper	ONET:FiremanHelper
Fire Marshal	ONET:FireMarshal
Fire Medic	ONET:FireMedic
Fire Observer	ONET:FireObserver
Fire Official	ONET:FireOfficial
Fire Operations Forester	ONET:FireOperationsForester
Fireplace Installer	ONET:FireplaceInstaller
Fire Pot Operator	ONET:FirePotOperator
Firepot Operator and Tender	ONET:FirepotOperatorAndTender
Fire Prevention Bureau Captain	ONET:FirePreventionBureauCaptain
Fire Prevention Captain	ONET:FirePreventionCaptain
Fire Prevention Chief	ONET:FirePreventionChief
Fire Prevention Engineer	ONET:FirePreventionEngineer
Fire Prevention Forester	ONET:FirePreventionForester
Fire Prevention Inspector	ONET:FirePreventionInspector
Fire Prevention Officer	ONET:FirePreventionOfficer
Fire Prevention Research Engineer	ONET:FirePreventionResearchEngineer
Fire Prevention Specialist	ONET:FirePreventionSpecialist
Fire Prevention Technician	ONET:FirePreventionTechnician
Fireproof Door Maker	ONET:FireproofDoorMaker
Fire Protection Commissioning Engineer	ONET:FireProtectionCommissioningEngineer
Fire Protection Consultant	ONET:FireProtectionConsultant
Fire Protection Design Engineer	ONET:FireProtectionDesignEngineer
Fire Protection Engineer	ONET:FireProtectionEngineer(FPEngineer)
FP Engineer	ONET:FireProtectionEngineer(FPEngineer)
Fire Protection Engineering Technician	ONET:FireProtectionEngineeringTechnician
Fire Protection Fabricator	ONET:FireProtectionFabricator
Fire Protection Inspector	ONET:FireProtectionInspector
Fire Protection Specialist	ONET:FireProtectionSpecialist
Firer	ONET:Firer
Fire Ranger	ONET:FireRanger
Fire Range Technician	ONET:FireRangeTechnician
Fire Regulator	ONET:FireRegulator
Fire Rescue Technician	ONET:FireRescueTechnician
Fire Safety Inspector	ONET:FireSafetyInspector
Firesetter	ONET:Firesetter
Fire Sprinkler Apparatus Inspector	ONET:FireSprinklerApparatusInspector
Fire Sprinkler Designer	ONET:FireSprinklerDesigner
Fire Sprinkler Fitter	ONET:FireSprinklerFitter
Fire Sprinkler Inspector	ONET:FireSprinklerInspector
Fire Sprinkler Installer	ONET:FireSprinklerInstaller
Fire Sprinkler Service Technician	ONET:FireSprinklerServiceTechnician
Fire Sprinkler Technician	ONET:FireSprinklerTechnician
Firestop/Containment Worker	ONET:Firestop/ContainmentWorker
Firestopper Installer	ONET:FirestopperInstaller
Firestopper Technician	ONET:FirestopperTechnician
Firestop Worker	ONET:FirestopWorker
Fire Supervisor	ONET:FireSupervisor
Fire Support Man	ONET:FireSupportMan
Fire Support Specialist	ONET:FireSupportSpecialist
Fire Suppression Captain	ONET:FireSuppressionCaptain
Fire Systems Inspector	ONET:FireSystemsInspector
Fire Technician	ONET:FireTechnician
Fire Tender	ONET:FireTender
Fire Tower Keeper	ONET:FireTowerKeeper
Fire Warden	ONET:FireWarden
Fire Watcher	ONET:FireWatcher
Firewood Cutter	ONET:FirewoodCutter
Fireworks Assembler	ONET:FireworksAssembler
Fireworks Assembly Supervisor	ONET:FireworksAssemblySupervisor
Fireworks Display Specialist	ONET:FireworksDisplaySpecialist
Fireworks Inspector	ONET:FireworksInspector
Fireworks Maker	ONET:FireworksMaker
Firmware Engineer	ONET:FirmwareEngineer
First-Aid Attendant	ONET:First-AidAttendant
First Aid Attendant	ONET:FirstAidAttendant
First Aid Director	ONET:FirstAidDirector
First Aid Instructor	ONET:FirstAidInstructor
First Aid Teacher	ONET:FirstAidTeacher
First Assistant	ONET:FirstAssistant
First Breaker Feeder	ONET:FirstBreakerFeeder
First Calender Worker	ONET:FirstCalenderWorker
First Leveler	ONET:FirstLeveler
First-Line Production Supervisor	ONET:First-LineProductionSupervisor
First-line Supervisor of Security Workers	ONET:First-lineSupervisorOfSecurityWorkers
First Mate	ONET:FirstMate
First Officer	ONET:FirstOfficer
First Responder	ONET:FirstResponder
Fiscal Accounting Clerk	ONET:FiscalAccountingClerk
Fiscal Agent	ONET:FiscalAgent
Fiscal Analyst	ONET:FiscalAnalyst
Fiscal Clerk	ONET:FiscalClerk
Fiscal Economist	ONET:FiscalEconomist
Fiscal Manager	ONET:FiscalManager
Fiscal Officer	ONET:FiscalOfficer
Fiscal Specialist	ONET:FiscalSpecialist
Fiscal Technician	ONET:FiscalTechnician
Fish Agent	ONET:FishAgent
Fish and Game Club Manager	ONET:FishAndGameClubManager
Fish and Game Warden	ONET:FishAndGameWarden
Fish and Wildlife Biologist	ONET:FishAndWildlifeBiologist
Fish and Wildlife Warden	ONET:FishAndWildlifeWarden
Fish Bailer	ONET:FishBailer
Fish Bait Processing Supervisor	ONET:FishBaitProcessingSupervisor
Fish Bin Tender	ONET:FishBinTender
Fish Biologist	ONET:FishBiologist
Fish Boning Machine Feeder	ONET:FishBoningMachineFeeder
Fish Butcher	ONET:FishButcher
Fish-Cake Maker	ONET:Fish-CakeMaker
Fish Checker	ONET:FishChecker
Fish Cleaner	ONET:FishCleaner
Fish Cleaner Machine Tender	ONET:FishCleanerMachineTender
Fish Conservationist	ONET:FishConservationist
Fish Culture Supervisor	ONET:FishCultureSupervisor
Fish Culturist	ONET:FishCulturist
Fish Cutter	ONET:FishCutter
Fish Cutting Machine Operator	ONET:FishCuttingMachineOperator
Fish Dressing Machine Feeder	ONET:FishDressingMachineFeeder
Fish Drier	ONET:FishDrier
Fish Egg Packer	ONET:FishEggPacker
Fisheries Biologist	ONET:FisheriesBiologist
Fisheries Enforcement Officer	ONET:FisheriesEnforcementOfficer
Fisheries Habitat Restoration Specialist	ONET:FisheriesHabitatRestorationSpecialist
Fisheries Instructor	ONET:FisheriesInstructor
Fisheries Management Biologist	ONET:FisheriesManagementBiologist
Fisheries Manager	ONET:FisheriesManager
Fisheries Professor	ONET:FisheriesProfessor
Fisheries Technician Supervisor	ONET:FisheriesTechnicianSupervisor
Fisherman	ONET:Fisherman
Fishery Biologist	ONET:FisheryBiologist
Fishery Division Chief	ONET:FisheryDivisionChief
Fish Farmer	ONET:FishFarmer
Fish Farm Laborer	ONET:FishFarmLaborer
Fish Farm Manager	ONET:FishFarmManager
Fish Filleter	ONET:FishFilleter
Fish Flipper	ONET:FishFlipper
Fish Fryer	ONET:FishFryer
Fish Hatchery Inspector	ONET:FishHatcheryInspector
Fish Hatchery Man	ONET:FishHatcheryMan
Fish Hatchery Manager	ONET:FishHatcheryManager
Fish Hatchery Superintendent	ONET:FishHatcherySuperintendent
Fish Hatchery Supervisor	ONET:FishHatcherySupervisor
Fish Hatchery Worker	ONET:FishHatcheryWorker
Fish Header	ONET:FishHeader
Fishing Accessories Maker	ONET:FishingAccessoriesMaker
Fishing Floats Assembler	ONET:FishingFloatsAssembler
Fishing Game Warden	ONET:FishingGameWarden
Fishing Gear Mechanic	ONET:FishingGearMechanic
Fishing Guide	ONET:FishingGuide
Fishing Line Winding Machine Operator	ONET:FishingLineWindingMachineOperator
Fishing Lure Assembler	ONET:FishingLureAssembler
Fishing Reel Assembler	ONET:FishingReelAssembler
Fishing Rod Assembler	ONET:FishingRodAssembler
Fishing Rod Marker	ONET:FishingRodMarker
Fishing Rod Mechanic	ONET:FishingRodMechanic
Fishing Tool Operator	ONET:FishingToolOperator
Fishing Vessel Captain	ONET:FishingVesselCaptain
Fishing Vessel Deckhand	ONET:FishingVesselDeckhand
Fishing Vessel Mate	ONET:FishingVesselMate
Fishing Vessel Operator	ONET:FishingVesselOperator
Fishing Worker	ONET:FishingWorker
Fish Inspector	ONET:FishInspector
Fish Liver Sorter	ONET:FishLiverSorter
Fish Machine Feeder	ONET:FishMachineFeeder
Fish Net Maker	ONET:FishNetMaker
Fish Net Stringer	ONET:FishNetStringer
Fish Packer	ONET:FishPacker
Fish Peddler	ONET:FishPeddler
Fish Pitcher	ONET:FishPitcher
Fish Processing Supervisor	ONET:FishProcessingSupervisor
Fish Processor	ONET:FishProcessor
Fish Receiver	ONET:FishReceiver
Fish Rod Maker	ONET:FishRodMaker
Fish Roe Processor	ONET:FishRoeProcessor
Fish Roe Technician	ONET:FishRoeTechnician
Fish Salter	ONET:FishSalter
Fish Seiner	ONET:FishSeiner
Fish Skinning Machine Feeder	ONET:FishSkinningMachineFeeder
Fish Smoker	ONET:FishSmoker
Fish Straightener	ONET:FishStraightener
Fish Stringer Assembler	ONET:FishStringerAssembler
Fish Technologist	ONET:FishTechnologist
Fish Tender	ONET:FishTender
Fish Trapper	ONET:FishTrapper
Fish Warden	ONET:FishWarden
Fit Model	ONET:FitModel
Fitness and Wellness Coordinator	ONET:FitnessAndWellnessCoordinator
Fitness and Wellness Director	ONET:FitnessAndWellnessDirector
Fitness and Wellness Instructor	ONET:FitnessAndWellnessInstructor
Fitness and Wellness Manager	ONET:FitnessAndWellnessManager
Fitness Attendant	ONET:FitnessAttendant
Fitness Club Manager	ONET:FitnessClubManager
Fitness Consultant	ONET:FitnessConsultant
Fitness Coordinator	ONET:FitnessCoordinator
Fitness Director	ONET:FitnessDirector
Fitness Instructor	ONET:FitnessInstructor
Fitness Manager	ONET:FitnessManager
Fitness Model	ONET:FitnessModel
Fitness Plan Coordinator	ONET:FitnessPlanCoordinator
Fitness Specialist	ONET:FitnessSpecialist
Fitness Studies Teacher	ONET:FitnessStudiesTeacher
Fitness Studio Manager	ONET:FitnessStudioManager
Fitness Supervisor	ONET:FitnessSupervisor
Fitness Teacher	ONET:FitnessTeacher
Fitness Technician	ONET:FitnessTechnician
Fitness Trainer	ONET:FitnessTrainer
Fitness Worker	ONET:FitnessWorker
Fitter	ONET:Fitter
Fitter Helper	ONET:FitterHelper
Fitter Placer	ONET:FitterPlacer
Fitting Room Associate	ONET:FittingRoomAssociate
Fitting Room Attendant	ONET:FittingRoomAttendant
Fitting Room Checker	ONET:FittingRoomChecker
Fittings Finisher	ONET:FittingsFinisher
Fitting Supervisor	ONET:FittingSupervisor
Fixed Capital Clerk	ONET:FixedCapitalClerk
Fixed Income Portfolio Manager	ONET:FixedIncomePortfolioManager
Fixed Income Vice President	ONET:FixedIncomeVicePresident(FixedIncomeVP)
Fixed Income VP	ONET:FixedIncomeVicePresident(FixedIncomeVP)
Fixed Route Operator	ONET:FixedRouteOperator
Fixed-Wing Aircraft Crew Chief	ONET:Fixed-WingAircraftCrewChief
Fixed-Wing Aircraft Flight Engineer	ONET:Fixed-WingAircraftFlightEngineer
Fixed-Wing Aircraft Flight Mechanic	ONET:Fixed-WingAircraftFlightMechanic
Fixed-Wing Transport Aircraft Specialist	ONET:Fixed-WingTransportAircraftSpecialist
Fixer	ONET:Fixer
Fixing Machine Operator	ONET:FixingMachineOperator
Fixture Builder	ONET:FixtureBuilder
Fixture Fabricator Repairer	ONET:FixtureFabricatorRepairer
Fixture Maker	ONET:FixtureMaker
Flag Car Driver	ONET:FlagCarDriver
Flag Decorator	ONET:FlagDecorator
Flagger	ONET:Flagger
Flag Maker	ONET:FlagMaker
Flagman	ONET:Flagman
Flag Signaler	ONET:FlagSignaler
Flag Signalman	ONET:FlagSignalman
Flagstone Layer	ONET:FlagstoneLayer
Flakeboard Line Tender	ONET:FlakeboardLineTender
Flake Cutter Operator	ONET:FlakeCutterOperator
Flaker	ONET:Flaker
Flaker Operator	ONET:FlakerOperator
Flaking Roll Operator	ONET:FlakingRollOperator
Flame Annealing Machine Setter	ONET:FlameAnnealingMachineSetter
Flame Burner	ONET:FlameBurner
Flame Channeler	ONET:FlameChanneler
Flame Cutter	ONET:FlameCutter
Flame Cutting Supervisor	ONET:FlameCuttingSupervisor
Flame Degreaser	ONET:FlameDegreaser
Flame Hardener	ONET:FlameHardener
Flame Hardening Machine Operator	ONET:FlameHardeningMachineOperator
Flame Hardening Machine Setter	ONET:FlameHardeningMachineSetter
Flamer	ONET:Flamer
Flange Machine Operator	ONET:FlangeMachineOperator
Flanger	ONET:Flanger
Flange Turner	ONET:FlangeTurner
Flanging Roll Operator	ONET:FlangingRollOperator
Flap Curer	ONET:FlapCurer
Flap Maker	ONET:FlapMaker
Flapper	ONET:Flapper
Flap Presser	ONET:FlapPresser
Flare Breaker	ONET:FlareBreaker
Flare Maker	ONET:FlareMaker
Flaring Machine Operator	ONET:FlaringMachineOperator
Flash-Drier Operator	ONET:Flash-DrierOperator
Flash Drier Operator	ONET:FlashDrierOperator
Flasher Adjuster	ONET:FlasherAdjuster
Flash Ranging Crewmember	ONET:FlashRangingCrewmember
Flash Welder	ONET:FlashWelder
Flask Carrier	ONET:FlaskCarrier
Flask Cleaner	ONET:FlaskCleaner
Flask Fitter	ONET:FlaskFitter
Flask Handler	ONET:FlaskHandler
Flask Maker	ONET:FlaskMaker
Flask Pusher	ONET:FlaskPusher
Flatbed Driver	ONET:FlatbedDriver
Flat Bed Operator	ONET:FlatBedOperator
Flatbed Truck Driver	ONET:FlatbedTruckDriver
Flat Breakdown Processor	ONET:FlatBreakdownProcessor
Flatcar Whacker	ONET:FlatcarWhacker
Flat Cutter	ONET:FlatCutter
Flat Drier	ONET:FlatDrier
Flat Examiner	ONET:FlatExaminer
Flat Finisher	ONET:FlatFinisher
Flat Ironer	ONET:FlatIroner
Flat Locker	ONET:FlatLocker
Flat Lock Machine Operator	ONET:FlatLockMachineOperator
Flat Lock Operator	ONET:FlatLockOperator
Flatlock Sewing Machine Operator	ONET:FlatlockSewingMachineOperator
Flat Machine Cutter	ONET:FlatMachineCutter
Flat Polisher	ONET:FlatPolisher
Flat Screen Worker	ONET:FlatScreenWorker
Flat Sorter Operator	ONET:FlatSorterOperator
Flat Sorter Processor	ONET:FlatSorterProcessor
Flat Sorting Machine Clerk	ONET:FlatSortingMachineClerk(FSMClerk)
FSM Clerk	ONET:FlatSortingMachineClerk(FSMClerk)
Flat Surfacer	ONET:FlatSurfacer
Flattening Press Operator	ONET:FlatteningPressOperator
Flatware Maker	ONET:FlatwareMaker
Flatwork Finisher	ONET:FlatworkFinisher
Flatwork Ironer	ONET:FlatworkIroner
Flatwork Presser	ONET:FlatworkPresser
Flatwork Tier	ONET:FlatworkTier
Flavorer	ONET:Flavorer
Flavor Extractor	ONET:FlavorExtractor
Flavoring Oil Filterer	ONET:FlavoringOilFilterer
Flavorings Compounder	ONET:FlavoringsCompounder
Flavor Room Worker	ONET:FlavorRoomWorker
Flavor Technician	ONET:FlavorTechnician
Fleet Maintenance Foreman	ONET:FleetMaintenanceForeman
Fleet Maintenance Supervisor	ONET:FleetMaintenanceSupervisor
Fleet Manager	ONET:FleetManager
Fleet Mechanic	ONET:FleetMechanic
Fleet Service Clerk	ONET:FleetServiceClerk
Flesher	ONET:Flesher
Fleshing Machine Operator	ONET:FleshingMachineOperator
Fletcher	ONET:Fletcher
Flexboard Operator	ONET:FlexboardOperator
Flexographic Press Operator	ONET:FlexographicPressOperator
Flexographic Press Plate Setter	ONET:FlexographicPressPlateSetter
Flexographic Press Set-Up Operator	ONET:FlexographicPressSet-UpOperator
Flexographic Printing Press Operator	ONET:FlexographicPrintingPressOperator
Flexo Label Rewinder	ONET:FlexoLabelRewinder(FlexographicLabelRewinder)
Flexographic Label Rewinder	ONET:FlexoLabelRewinder(FlexographicLabelRewinder)
Flexo Operator	ONET:FlexoOperator
Flexo Press Operator	ONET:FlexoPressOperator
Flex O Writer Operator	ONET:FlexOWriterOperator
Flight Agent	ONET:FlightAgent
Flight Analyst	ONET:FlightAnalyst
Flight Attendant	ONET:FlightAttendant
Flight Communications Officer	ONET:FlightCommunicationsOfficer
Flight Communications Operator	ONET:FlightCommunicationsOperator
Flight Control Manager	ONET:FlightControlManager
Flight Controls Engineer	ONET:FlightControlsEngineer
Flight Control Specialist	ONET:FlightControlSpecialist
Flight Crew Member	ONET:FlightCrewMember
Flight Crew Ordnanceman	ONET:FlightCrewOrdnanceman
Flight Crew Scheduler	ONET:FlightCrewScheduler
Flight Crew Time Clerk	ONET:FlightCrewTimeClerk
Flight Data Technician	ONET:FlightDataTechnician
Flight Deck Officer	ONET:FlightDeckOfficer
Flight Dispatcher	ONET:FlightDispatcher
Flight Dynamicist	ONET:FlightDynamicist
Flight Engineer	ONET:FlightEngineer
Flight Engineer, Helicopter	ONET:FlightEngineer,Helicopter
Flight Engineer Manager	ONET:FlightEngineerManager
Flight Engineer, Performance Qualified	ONET:FlightEngineer,PerformanceQualified
Flight Follower	ONET:FlightFollower
Flight Hostess	ONET:FlightHostess
Flight Information Expediter	ONET:FlightInformationExpediter
Flight Inspector	ONET:FlightInspector
Flight Instructor	ONET:FlightInstructor
Flight Kitchen Manager	ONET:FlightKitchenManager
Flight Nurse	ONET:FlightNurse
Flight Operations Agent	ONET:FlightOperationsAgent
Flight Operations Coordinator	ONET:FlightOperationsCoordinator
Flight Operations Inspector	ONET:FlightOperationsInspector
Flight Operations Manager	ONET:FlightOperationsManager
Flight Operations Planner	ONET:FlightOperationsPlanner
Flight Operations Specialist	ONET:FlightOperationsSpecialist
Flight Operator	ONET:FlightOperator
Flight Paramedic	ONET:FlightParamedic
Flight Purser	ONET:FlightPurser
Flight Radio Officer	ONET:FlightRadioOfficer
Flight Radio Operator	ONET:FlightRadioOperator
Flight Readiness Technician	ONET:FlightReadinessTechnician
Flight Reservations Manager	ONET:FlightReservationsManager
Flight Security Specialist	ONET:FlightSecuritySpecialist
Flight Service Agent	ONET:FlightServiceAgent
Flight Service Manager	ONET:FlightServiceManager
Flight Service Specialist	ONET:FlightServiceSpecialist
Flight Simulation Instructor	ONET:FlightSimulationInstructor
Flight Simulator Teacher	ONET:FlightSimulatorTeacher
Flight Steward	ONET:FlightSteward
Flight Superintendent	ONET:FlightSuperintendent
Flight Surgeon	ONET:FlightSurgeon
Flight Systems Test Engineer	ONET:FlightSystemsTestEngineer
Flight Teacher	ONET:FlightTeacher
Flight Technician	ONET:FlightTechnician
Flight Test Data Acquisition Technician	ONET:FlightTestDataAcquisitionTechnician
Flight Test Engineer	ONET:FlightTestEngineer
Flight Test Instrument Technician	ONET:FlightTestInstrumentTechnician
Flight Test Mechanic	ONET:FlightTestMechanic
Flight Test Shop Mechanic	ONET:FlightTestShopMechanic
Flight Tower Dispatcher	ONET:FlightTowerDispatcher
Flipper	ONET:Flipper
Flipping Machine Operator	ONET:FlippingMachineOperator
Floater	ONET:Floater
Floatman	ONET:Floatman
Float Operator	ONET:FloatOperator
Float Tender	ONET:FloatTender
Flocker	ONET:Flocker
Flood Control Engineer	ONET:FloodControlEngineer
Floor Attendant	ONET:FloorAttendant
Floor Broker	ONET:FloorBroker
Floor Care Specialist	ONET:FloorCareSpecialist
Floor Cashier	ONET:FloorCashier
Floor Cleaner	ONET:FloorCleaner
Floor Clerk	ONET:FloorClerk
Floor Coverer	ONET:FloorCoverer
Floor Coverer Installer	ONET:FloorCovererInstaller
Floor Covering Contractor	ONET:FloorCoveringContractor
Floor Covering Installer	ONET:FloorCoveringInstaller
Floor Covering Layer	ONET:FloorCoveringLayer
Floor Covering Printer	ONET:FloorCoveringPrinter
Floor Coverings Installer	ONET:FloorCoveringsInstaller
Floor Coverings Salesperson	ONET:FloorCoveringsSalesperson
Floorer	ONET:Floorer
Floor Finisher	ONET:FloorFinisher
Floor Grinder	ONET:FloorGrinder
Floor Hand	ONET:FloorHand
Floorhand	ONET:Floorhand
Flooring Installer	ONET:FlooringInstaller
Flooring Machine Operator	ONET:FlooringMachineOperator
Flooring Mechanic	ONET:FlooringMechanic
Flooring Professional	ONET:FlooringProfessional
Floor Inspector	ONET:FloorInspector
Floor Installation Mechanic	ONET:FloorInstallationMechanic
Floor Installer	ONET:FloorInstaller
Floor Layer	ONET:FloorLayer
Floorman	ONET:Floorman
Floor Manager	ONET:FloorManager
Floor Mechanic	ONET:FloorMechanic
Floor Molder	ONET:FloorMolder
Floorperson	ONET:Floorperson
Floor Polisher	ONET:FloorPolisher
Floor Refinisher	ONET:FloorRefinisher
Floor Renovator	ONET:FloorRenovator
Floor Runner	ONET:FloorRunner
Floor Sander	ONET:FloorSander
Floor Sander and Finisher	ONET:FloorSanderAndFinisher
Floor Sanding Machine Operator	ONET:FloorSandingMachineOperator
Floors Buffer	ONET:FloorsBuffer
Floor Scraper	ONET:FloorScraper
Floor Scrubber	ONET:FloorScrubber
Floor Space Allocator	ONET:FloorSpaceAllocator
Floor Supervisor	ONET:FloorSupervisor
Floor Surfacer	ONET:FloorSurfacer
Floor Sweeper	ONET:FloorSweeper
Floor Tech	ONET:FloorTech(FloorTechnician)
Floor Technician	ONET:FloorTechnician
Floor Tile Layer	ONET:FloorTileLayer
